1	0.1714386542638143
2	0.13258636742830276
3	0.218266894419988
4	0.13871770352125168
5	0.07641921440760295
6	0.12478998055060704
7	0.08875959118207295
8	0.05545196682214737
9	0.15359891330202421
10	0.055608462542295456
11	0.05466971670587858
12	0.07165558512012164
13	0.04898792256911596
14	0.055411754796902336
15	0.05965703849991163
16	0.057260448733965554
17	0.04292949537436167
18	0.0528782419860363
19	0.05727537224690119
20	0.04607115561763445
21	0.051687960823376976
22	0.04518744473656019
23	0.05237888917326927
24	0.05599056060115496
25	0.046380014469226204
26	0.04228780542810758
27	0.045813183610637985
28	0.04098325843612353
29	0.051795974373817444
30	0.045223187655210495
31	0.04088672871390978
32	0.04530201479792595
33	0.04807258148988088
34	0.04333805168668429
35	0.048647274573644005
36	0.05090568090478579
37	0.0451849972208341
38	0.049379744877417885
39	0.056252063562472664
40	0.03640086700518926
41	0.052218373864889145
42	0.039395418018102646
43	0.030296244968970616
44	0.042916350066661835
45	0.051630835980176926
46	0.057281012957294784
47	0.03489274904131889
48	0.041677076369524
49	0.04796286175648371
50	0.040501934786637626
